,zipcode,Population,No_Married(%),Widowed(%),Divorced(%),Separated(%),Never_Married(%),No_Married,Widowed,Divorced,Separated,Never_Married,Number_Households,Precent_Distribution_Housesholds,Median_Income_Households
526,99143,556,63.3,6.3,13.5,0.7,16.2,35194.8,3502.8,7506.0,389.2,9007.2,301,301,44306
527,99144,19,78.9,0.0,0.0,0.0,21.1,1499.1,0.0,0.0,0.0,400.9,8,8,0
528,99146,62,41.9,4.8,11.3,0.0,41.9,2597.8,297.6,700.6,0.0,2597.8,19,19,60972
529,99147,138,70.3,11.6,15.9,2.2,0.0,9701.4,1600.8,2194.2,303.6,0.0,85,85,61328
530,99148,1695,62.1,3.8,14.6,0.9,18.6,105259.5,6441.0,24747.0,1525.5,31527.0,872,872,56339
531,99149,171,40.9,15.8,23.4,3.5,16.4,6993.9,2701.8,4001.4,598.5,2804.4,102,102,33571
532,99150,383,50.1,3.7,11.2,1.6,33.4,19188.3,1417.1,4289.6,612.8,12792.2,151,151,42841
533,99151,126,48.4,7.1,23.8,0.0,20.6,6098.4,894.6,2998.8,0.0,2595.6,65,65,27083
534,99152,151,56.3,5.3,21.2,0.0,17.2,8501.3,800.3,3201.2,0.0,2597.2,82,82,56406
535,99153,336,60.1,10.1,13.7,3.6,12.5,20193.6,3393.6,4603.2,1209.6,4200.0,207,207,38563
536,99154,24,75.0,0.0,8.3,0.0,16.7,1800.0,0.0,199.2,0.0,400.8,11,11,0
537,99155,877,28.6,6.4,16.2,2.1,46.8,25082.2,5612.8,14207.4,1841.7,41043.6,428,428,28462
538,99156,6751,58.9,8.2,12.3,1.1,19.5,397633.9,55358.2,83037.3,7426.1,131644.5,3524,3524,49084
539,99157,594,49.8,6.4,9.3,7.4,27.1,29581.2,3801.6,5524.2,4395.6,16097.4,298,298,26875
540,99158,513,65.3,5.3,8.6,0.4,20.5,33498.9,2718.9,4411.8,205.2,10516.5,238,238,51964
541,99159,1361,57.5,8.8,10.8,0.7,22.2,78257.5,11976.8,14698.8,952.7,30214.2,686,686,52130
542,99160,158,70.9,8.9,9.5,0.0,10.8,11202.2,1406.2,1501.0,0.0,1706.4,94,94,19000
543,99161,1152,65.9,5.1,11.0,2.9,15.1,75916.8,5875.2,12672.0,3340.8,17395.2,653,653,59926
544,99163,30284,26.6,1.3,5.4,0.9,65.8,805554.4,39369.2,163533.6,27255.6,1992687.2,11628,11628,32721
545,99164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
546,99166,2663,53.1,7.5,13.9,1.2,24.3,141405.3,19972.5,37015.7,3195.6,64710.9,1382,1382,41512
547,99167,481,64.7,4.8,14.6,1.0,15.0,31120.7,2308.8,7022.6,481.0,7215.0,262,262,42500
548,99169,1973,54.1,7.0,12.8,2.8,23.2,106739.3,13811.0,25254.4,5524.4,45773.6,1046,1046,44792
549,99170,820,50.7,10.6,15.9,0.4,22.4,41574.0,8692.0,13038.0,328.0,18368.0,433,433,43854
550,99171,829,60.8,7.6,12.4,0.6,18.6,50403.2,6300.4,10279.6,497.4,15419.4,480,480,47750
551,99173,1306,56.0,9.6,11.6,0.0,22.7,73136.0,12537.6,15149.6,0.0,29646.2,596,596,33239
552,99174,41,65.9,2.4,9.8,2.4,19.5,2701.9,98.4,401.8,98.4,799.5,21,21,0
553,99176,158,70.9,1.9,13.9,0.0,13.3,11202.2,300.2,2196.2,0.0,2101.4,85,85,63438
554,99179,409,67.7,4.4,7.3,1.0,19.6,27689.3,1799.6,2985.7,409.0,8016.4,202,202,83750
555,99180,953,61.8,3.0,12.6,0.9,21.6,58895.4,2859.0,12007.8,857.7,20584.8,468,468,42115
556,99181,1567,59.6,7.3,10.9,0.3,21.9,93393.2,11439.1,17080.3,470.1,34317.3,736,736,44318
557,99185,1099,57.1,11.0,9.9,1.7,20.3,62752.9,12089.0,10880.1,1868.3,22309.7,548,548,45833
558,99201,11827,26.5,3.2,23.2,3.5,43.5,313415.5,37846.4,274386.4,41394.5,514474.5,6545,6545,26685
559,99202,17310,27.9,6.1,15.1,1.0,49.9,482949.0,105591.0,261381.0,17310.0,863769.0,7055,7055,34240
560,99203,17142,59.9,5.4,11.7,0.4,22.7,1026805.8,92566.8,200561.4,6856.8,389123.4,9155,9155,73363
561,99204,5442,32.2,3.3,22.6,1.9,39.9,175232.4,17958.6,122989.2,10339.8,217135.8,3531,3531,32483
562,99205,34609,41.7,6.1,17.6,2.1,32.5,1443195.3,211114.9,609118.4,72678.9,1124792.5,17810,17810,46763
563,99206,29582,53.5,5.4,13.4,1.0,26.7,1582637.0,159742.8,396398.8,29582.0,789839.4,14872,14872,55632
564,99207,23336,36.0,5.3,17.6,2.1,39.0,840096.0,123680.8,410713.6,49005.6,910104.0,12083,12083,35714
565,99208,42977,52.3,6.2,13.2,1.2,27.1,2247697.1,266457.4,567296.4,51572.4,1164676.7,20925,20925,59375
566,99212,16441,50.9,5.4,14.7,0.5,28.5,836846.9,88781.4,241682.7,8220.5,468568.5,8432,8432,48600
567,99216,21208,48.8,8.3,14.2,1.9,26.8,1034950.4,176026.4,301153.6,40295.2,568374.4,10911,10911,44139
568,99217,14324,46.7,6.2,13.4,1.1,32.7,668930.8,88808.8,191941.6,15756.4,468394.8,6790,6790,47844
569,99218,13484,42.6,7.4,10.9,1.6,37.5,574418.4,99781.6,146975.6,21574.4,505650.0,6003,6003,45735
570,99223,25000,57.1,5.7,10.9,1.5,24.9,1427500.0,142500.0,272500.0,37500.0,622500.0,13024,13024,64966
571,99224,16804,58.8,3.5,10.6,1.0,26.0,988075.2,58814.0,178122.4,16804.0,436904.0,8304,8304,60825
572,99301,55238,50.4,3.5,9.9,2.3,33.9,2783995.2,193333.0,546856.2,127047.4,1872568.2,23066,23066,61029
573,99320,7668,58.0,5.1,12.2,2.7,22.1,444744.0,39106.8,93549.6,20703.6,169462.8,3608,3608,59184
574,99321,205,33.7,22.4,0.0,0.0,43.9,6908.5,4592.0,0.0,0.0,8999.5,76,76,0
575,99322,150,58.7,12.7,7.3,0.0,21.3,8805.0,1905.0,1095.0,0.0,3195.0,70,70,61250
576,99323,3092,60.3,4.0,8.9,0.7,26.1,186447.6,12368.0,27518.8,2164.4,80701.2,1366,1366,71907
577,99324,8129,47.1,5.4,14.8,2.1,30.6,382875.9,43896.6,120309.2,17070.9,248747.4,3967,3967,42708
578,99326,4838,38.0,2.5,14.9,3.4,41.1,183844.0,12095.0,72086.2,16449.2,198841.8,1343,1343,56320
579,99328,3089,52.6,9.3,12.5,1.3,24.4,162481.4,28727.7,38612.5,4015.7,75371.6,1593,1593,46406
580,99329,158,48.1,3.8,27.8,0.0,20.3,7599.8,600.4,4392.4,0.0,3207.4,87,87,46250
581,99330,916,55.9,7.0,6.1,1.4,29.6,51204.4,6412.0,5587.6,1282.4,27113.6,360,360,48651
582,99333,42,61.9,0.0,19.0,0.0,19.0,2599.8,0.0,798.0,0.0,798.0,22,22,0
583,99335,230,61.3,3.5,12.2,0.0,23.0,14099.0,805.0,2806.0,0.0,5290.0,111,111,51750
584,99336,38462,44.1,6.7,13.4,2.7,33.2,1696174.2,257695.4,515390.8,103847.4,1276938.4,18408,18408,45263
585,99337,23871,58.0,7.2,9.8,1.7,23.4,1384518.0,171871.2,233935.8,40580.7,558581.4,10883,10883,71595
586,99338,11915,67.9,3.4,7.2,0.2,21.3,809028.5,40511.0,85788.0,2383.0,253789.5,5371,5371,104630
587,99341,565,56.6,4.8,17.2,0.4,21.1,31979.0,2712.0,9718.0,226.0,11921.5,277,277,54306
588,99343,2192,53.8,0.2,5.0,2.0,39.1,117929.6,438.4,10960.0,4384.0,85707.2,749,749,59968
589,99344,11996,52.4,3.6,7.0,2.2,34.9,628590.4,43185.6,83972.0,26391.2,418660.4,4894,4894,49308
590,99345,118,49.2,2.5,15.3,1.7,31.4,5805.6,295.0,1805.4,200.6,3705.2,52,52,56875
591,99346,398,45.2,10.6,10.8,3.3,30.2,17989.6,4218.8,4298.4,1313.4,12019.6,204,204,61750
592,99347,1903,64.6,5.9,13.7,1.7,14.0,122933.8,11227.7,26071.1,3235.1,26642.0,1025,1025,52173
593,99348,895,54.3,4.2,10.2,3.0,28.3,48598.5,3759.0,9129.0,2685.0,25328.5,428,428,41912
594,99349,6016,53.1,2.7,6.8,2.7,34.7,319449.6,16243.2,40908.8,16243.2,208755.2,2074,2074,53975
595,99350,10650,54.4,6.1,8.0,1.7,29.8,579360.0,64965.0,85200.0,18105.0,317370.0,5009,5009,56713
596,99352,24248,56.2,5.1,10.8,1.6,26.3,1362737.6,123664.8,261878.4,38796.8,637722.4,12153,12153,73901
597,99353,11723,60.9,2.4,10.7,1.1,25.0,713930.7,28135.2,125436.1,12895.3,293075.0,5260,5260,86651
598,99354,18353,51.2,6.3,12.6,0.8,29.1,939673.6,115623.9,231247.8,14682.4,534072.3,9264,9264,66031
599,99356,162,60.5,5.6,14.2,0.0,19.8,9801.0,907.2,2300.4,0.0,3207.6,72,72,50000
600,99357,3187,43.3,1.8,4.1,0.7,50.1,137997.1,5736.6,13066.7,2230.9,159668.7,941,941,46938
601,99359,138,55.1,13.0,18.1,2.2,11.6,7603.8,1794.0,2497.8,303.6,1600.8,89,89,30750
602,99360,1200,61.8,2.3,7.3,0.3,28.3,74160.0,2760.0,8760.0,360.0,33960.0,483,483,82344
603,99361,1516,56.1,7.1,13.3,0.4,23.2,85047.6,10763.6,20162.8,606.4,35171.2,758,758,60588
604,99362,34110,46.5,5.4,11.3,2.2,34.6,1586115.0,184194.0,385443.0,75042.0,1180206.0,15277,15277,52537
605,99363,160,70.6,0.0,9.4,0.0,20.0,11296.0,0.0,1504.0,0.0,3200.0,64,64,0
606,99371,349,66.2,10.6,8.0,0.3,14.9,23103.8,3699.4,2792.0,104.7,5200.1,191,191,57917
607,99401,211,55.9,21.3,18.0,0.0,4.7,11794.9,4494.3,3798.0,0.0,991.7,80,80,61538
608,99402,1418,63.1,4.4,14.9,0.8,16.8,89475.8,6239.2,21128.2,1134.4,23822.4,693,693,55369
609,99403,16815,50.4,6.5,17.3,1.9,23.9,847476.0,109297.5,290899.5,31948.5,401878.5,8488,8488,47023
